Performance in MLUPS: 34.10234099847112
         8644745 function calls (8567335 primitive calls) in 49.052 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      314    0.001    0.000    0.001    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
       11    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
     1550    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      579    0.001    0.000    0.002    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      101    0.001    0.000    0.035    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\pyevtk\vtk.py:260(__init__)
      227    0.001    0.000    0.039    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\font_manager.py:1248(findfont)
      388    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\_api\__init__.py:65(check_isinstance)
     2295    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\logging\__init__.py:1424(debug)
     3137    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
        1    0.001    0.001    0.001    0.001 E:\BaoFile\lettuce-master\lettuce\flows\obstacle.py:67(initial_solution)
     1349    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
      314    0.001    0.000    0.094    0.000 E:\BaoFile\lettuce-master\lettuce\lattices.py:57(convert_to_numpy)
      101    0.001    0.000    0.006    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\pyevtk\hl.py:44(_addDataToFile)
    120/6    0.001    0.000    0.147    0.025 <frozen importlib._bootstrap>:1002(_find_and_load)
      230    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
      369    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\transforms.py:207(set_children)
     2520    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\cbook\__init__.py:1799(_str_equal)
     1757    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\transforms.py:107(__init__)
       56    0.001    0.000    0.001    0.000 {method 'flush' of 'zlib.Compress' objects}
